Pgroup	Pname
GENERAL_FOOD	SYROP MALINA ZURAWINA
DAIRY_CHESSE	SER WIEDENSKI RICOTTA
ART._HYGIENIC	SZAMPON HEADS SHOULDERS PIELEGNAC
GENERAL	WAFLE SUNNY GRAHAM
DAIRY_CHESSE	BAKOMA PREMIUM LESNYCH
CHEMISTRY	RECZNIK PAPIER MEA WARSTWY
BREAD	BULKA SOJOWA
GENERAL_FOOD	KINDER MLECZNA KANAPKA
VODKA_ALCOHOL	NAP SPIR ABSOLWENT POZIOMAKA
GENERAL_FOOD	PALUSZKI LAJKONIK CEBUL
GENERAL_FOOD	ZUPA VIFON KURCZAK ZLOTY
VODKA_ALCOHOL	WHISKI WILLIAM
MEAT	PASZTET WIEPRZOWY PIECZONY
CANNED_PATE	PIEROGI KAPUS GRZYB GRZESKOWIAK
DRINK_JUICE	WODA DOLINA BARYCZY
MEAT	KIE BASA KRUCHA WEDZARNI
COFFEE TEA	JACOBS VELVET UZUP
DRINK_JUICE	NAP COCA COLA ZERO
SWEETS	NASZYJNIK CUKIERKAMI
DISHES_FOR_CHILDREN	CATERING HAMBURGER CZOSNKOWYM
CHEMISTRY	MYDLO PALMOLIVE MILD
CIGARETTES	PAP CHESTERFIELD BLU
CHEMISTRY	SCIERKA SZT
FISH	PAPRYKARZ SZCZECINSKI ORKA
CHEMISTRY	KREM RAK EVA LEN
CIGARETTES	PAP BLUE
CHEMISTRY	KAPSULKI ZMYWARKI FAIRY LEMON SZT
VEGETABLES	SALATA LODOWA
DAIRY_CHESSE	DESER MONTE MAX
GENERAL_FOOD	KIELBASA SLASKA
DAIRY_CHESSE	GOS MLEKO ZAG NIESL GOSTYN
GENERAL	GROCH ŁWKI KROS
DRINK_JUICE	NAP CAPPY POMAR
BEER	PIWO LWŁWEK ZWR
ICE_CREAMS_FROZEN	LODY ROZKI MLYNARCZYK
SPICES	KAMIS LISC LAUROWY
SPICES	RODZYNKI SULTANSKIE HELIO
TABLETS	TABLETKI NUROFEN EXPRESS SZT
DRINK_JUICE	NAP TYMBARK ASEPTIC POM BRZOSK
FISH	PASZTET LOSOSIOWY
CHIPS_FLAKES	LAYS FROMAGE
ICE_CREAMS_FROZEN	LODY KUBEK KORAL
BEER	PIWO MOCNE POLSKIE
CIGARETTES	PAP LINK FORWARD
DAIRY_CHESSE	USZKA GRZYBAMI
SPICES	PRZYPRAWA GRILA GALEO
COFFEE TEA	HERBATA POKRZYWA POSTI
CHEMISTRY	TRAKTOR CUKIERKAMI
CANNED_PATE	ROLNIK PAPRYKA CWIARTKI
BREAD	CHLEB WIEJSKI
DAIRY_CHESSE	GOS MASLANKA NATURALNA
DAIRY_CHESSE	SER PLASTRY GOUDA LACTIMA
CHEMISTRY	BELLA PODPASKI MAX GREEN
CIGARETTES	PAP CHESTERFILD RED
FISH	LARUS SLEDZ GALARECIE
VEGETABLES	TRUSKAWKI PUDE
VODKA_ALCOHOL	WODKA KRUPNIK PREMIUM
CHEMISTRY	MYDLO SZARE
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	WODKA STOCK PRESTIGE
BEER	PIWO ZUBR BUTELKA
DAIRY_CHESSE	DANONE GRATKA
CHEMISTRY	SOL ODPLAMIAJACA
ICE_CREAMS_FROZEN	LODY JAK DAWNIEJ SMIE WISN
SWEETS	JOGURT MASCARPONE WISNIA
SPICES	GELLWE SODA OCZYSZCZONA
CHEWING_GUM_LOLIPOPS	GUMA MAMBA DUO
SWEETS	BATON KINDER BUENO
DRINK_JUICE	NAP ICE TEA TRUSKAWKA
GROATS_RICE_PASTA	MAK ZLOTY LAN SWIDERKI
GENERAL	SMAK MAK INDYK GALARECIE
CHEMISTRY	HELP WHITE
DRINK_JUICE	WODA ZYWIEC GAZ CYTR
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	MIX EKSTRA PASLECKIE
DRINK_JUICE	NAP ENER MAX ZURAWINA
DRINK_JUICE	NAP COCA COLA CHERRY
GENERAL	WIN SOS BOROWIKOWY
VEGETABLES	POMIDORY KOKTAILOWE KUBEK
FISH	PLAT SLEDZ SMAZONE LUZ
CHEMISTRY	WKLADKI BELLA PANTY
DAIRY_CHESSE	BAKOMA NATURALNY
DRINK_JUICE	NAP HORTEX JAB
ICE_CREAMS_FROZEN	LODY BASALA KUBEK
BEER	PIWO DESPERADOS
VODKA_ALCOHOL	WODKA ZUBROWKA CZARNA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	PETITKI LUBISIE MLECZNE
SWEETS	CIASTKA KRAKUSKI BARBAKANKI
SPICES	KNOR ROSOL KURY KOSTEK
VODKA_ALCOHOL	WODKA LUBLIN
SOCKS_THIGHTS	RAJSTOPY DEN
CHIPS_FLAKES	PLATKI FITNES JOGURT
SPICES	KNORR SOS FRANCUSKI
FISH	SLEDZIK RAZ LISNER CEBULKA
BREAD	CIASTKA FRANCUSKIE ROZNE LUZ
DAIRY_CHESSE	SEREK HEJ TRUSKAWKA
CHEMISTRY	REKAWICE GUMOWE
SWEETS	VERBENA MELISA CUKIERKI
FISH	FILETY MAKRELI POMIDORACH FALA
COFFEE TEA	JACOBS KRONUNG
COFFEE TEA	HERBATA MIETA POSTI EXPRES
GENERAL	KNORR GULASZOWA MAKARONEM
GENERAL	SOL HIMALAJSKA ROZOWA
CHIPS_FLAKES	SLONACZNIK PRAZONY LEKKO SOLONY
SWEETS	CUKIERKI ZOZOLE MUSS
FISH	SZPROT POMIDORZE LOSOS
SWEETS	SUROWKA KUBEK
GENERAL	CZEK ALPEN GOLD MLECZNA
DAIRY_CHESSE	SER EDAMSKI LUZ
BREAD	BULKA MASLANA MALA
DRINK_JUICE	WODA JURAJSKA GAZ
SWEETS	ZELKI NIM HAPPIES
CIGARETTES	PAP CHESTERFIELD BLU
GENERAL_FOOD	GELLWE KWASEK CYTRYNOWY
COFFEE TEA	HERB RUMIANEK POSTI
GENERAL_FOOD	WIN SOS PIECZARKOWY
CHEMISTRY	PATYCZKI BELLA
DAIRY_CHESSE	FRYTKI VIKO
VEGETABLES	SLIWKA
ICE_CREAMS_FROZEN	GROSZEK MARCH NORDIS
ICE_CREAMS_FROZEN	LODY ROZEK MIX
GENERAL	LOWICZ DZEM CZEKO WISNIA
SWEETS	CIASTKA PALUSZKI POMAR
GENERAL_FOOD	DZEM OGROD WISNIA
GENERAL	WAFLE RYZOWE CZEK MLECZNEJ SONKO
GENERAL	MIKUS KREM PALUSZKAMI
SPICES	KNORR PRZYPRAWA KURCZAKA
CANNED_PATE	TUNCZYK ORKA SOSIE WLASNYM
GROATS_RICE_PASTA	MAK ZLOTY LAN SWIDERKI
GROATS_RICE_PASTA	MAKARON LUBELL LAZANKA
GROATS_RICE_PASTA	MAKA TORTOWA BASIA
SPICES	PRZYPRAWA PIZZY GALEO
CANNED_PATE	PIEROGI KAPUS GRZYB GRZESKOWIAK
DAIRY_CHESSE	TWAROG SREMSKI TLUSTY
CIGARETTES	PAP PAPIEROSY SZT
ICE_CREAMS_FROZEN	LODY OREO CZEKIL
CHEWING_GUM_LOLIPOPS	GUMA ORBIT SASZETKA STRAWBERY
FISH	PASTA TUNCZYKA
SWEETS	PRINCE POLO XXL MLECZNE
DAIRY_CHESSE	MASLANKA TRUSK MLEKOWITA
GENERAL	CATERING SANDWISCH
DAIRY_CHESSE	JOGURT NATURALNY
CHEMISTRY	TOREBKA
CIGARETTES	PAP LUCKY STRIKE RED
DRINK_JUICE	KUBUS PLAY MARCH MALIN LIMETKA
DAIRY_CHESSE	ACIATY SEREK CZOSNKIEM
GROATS_RICE_PASTA	MAKARON LITERKI POLMAK
FISH	FLIETY MAKRELI ALA KETCHUP
SWEETS	ANDRUTY
GROATS_RICE_PASTA	MAKA EXTRA WYPIEK BASIA
SPICES	PRYMAT PIETRUSZKA NATKA
VODKA_ALCOHOL	NAP SPIR KRAKOWSKA PIGWA
CIGARETTES	WODA AQA GAZ
COOKIES_BULK	CIASTKA GERARD MALTIKERS
FISH	SALATKA SLEDZ OGORKIEM
FISH	PASTA LOSOS SZCZYPIORKIEM
COFFEE TEA	MILKA MIKOLAJ
CIGARETTES	PAP RED
SWEETS	LIZAK LOVE
PET'S FOOD	KARMA DOG SUPREM
CHEWING_GUM_LOLIPOPS	GUMA ORBIT SPIRMINT DRAZE
CHEWING_GUM_LOLIPOPS	HARIBO SMERF
GENERAL_FOOD	KNORR FIX GOLABKI BEZ ZAW
VEGETABLES	CEBUL CZERWONNA MODRA
SWEETS	TIC TAC ORANGE
ICE_CREAMS_FROZEN	LODY ROLADA
DRINK_JUICE	NAP COCA COLA
SWEETS	LIZAK DYNIA
VEGETABLES	JABLKO CZERWONE
DRINK_JUICE	NAP CAPPY POMARANCZ
CIGARETTES	ZNICZ
CHEMISTRY	PERSIL DUO CAPS SZT
CHIPS_FLAKES	MLEKOLAKI CHOCO MUSZELKI
GENERAL	KRAKUS GULASZ ANGIELSKI
GENERAL_FOOD	SUROWKA KUBEK
CIGARETTES	PAP BLUE CIENKIE
ICE_CREAMS_FROZEN	PIEROGI SEREM
CHEMISTRY	WOZEK ZAKUPOWY CUKIERKAMI
ICE_CREAMS_FROZEN	LODY MAGNUM CLASSIC
DRINK_JUICE	NAP TYMBARK WISNIA JABLK
DRINK_JUICE	NAP TYMBARK ANANAS SOK
CHEMISTRY	FAIRY APPLE
DRINK_JUICE	NAP TYMBARK ANANAS SOK
CHEMISTRY	WORKI SMIECI SZT
SWEETS	CIASTECZKA MINIS CHOCO
VEGETABLES	POR MLODA SZT
DRINK_JUICE	NAP HORTEX JABLKO
DRINK_JUICE	NAP VERONI LIFE POMAR GAZ
SWEETS	CZEK AMELIA BIALA
COFFEE TEA	KAWA ZBOZOWA ANATOL
SWEETS	WEDEL PAWELEK ADVOCAT
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	KETCHUP PIKANTNY TORTEX
GENERAL_FOOD	KNORR SOS BOROWIKOWY
DRINK_JUICE	NAP CAPRIO JABLKO
VEGETABLES	PIETRUSZKA LUZ KORZE
DAIRY_CHESSE	SER SMAZONY KOSTKA SREM
DRINK_JUICE	KUBUS MALINA MARCH JAB
CHEMISTRY	VANISH OXI ACTION MAX PROSZEK
FISH	MAKRELA SOSIE POMID EVRO FISH
CIGARETTES	MASCOTTTE BIBULKA SZT
VEGETABLES	KAPUSTA PEKINSKA MLODA SZT
GENERAL_FOOD	KLUSKI SLASKIE GRZESKOWIAK
CANNED_PATE	PRZYSMAK TURYSTYCZNY DROSED
FISH	PASZTET LOSOSIOWY
CHEMISTRY	WYKA ACZKI SZT
MEAT	KIE BASA ZIELONOGŁRSKA
WINE_ALCOHOL 18%	SZAMPAN MICHEL ANGELO SLOD
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	MAKA TORTOWA ZLOTY LAN TYP
VEGETABLES	SELER NAC SZT
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	KAWA ROZP NESCAFE CLASSIC
ICE_CREAMS_FROZEN	LODY KAKTUS
DRINK_JUICE	NAP NAPPI JABLKOWY
CIGARETTES	PAP MENTHOL SUPER SLIM
CHEMISTRY	ODSWIEZACZ ZAPAS SZYSZKI
DRINK_JUICE	NAP TYMBARK JAB BRZOSK
DRINK_JUICE	NAP TONIC KINLEY PUSZKA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	CZEK AMELIA MLECZNA NADZIIEWANA
ICE_CREAMS_FROZEN	LODY ROZEK CZEK TOPINGIEM
SWEETS	POP CORN SOLONY FELIX
DAIRY_CHESSE	MIESZANKA CHINSKA
VEGETABLES	FASOLA CZERWONA
CHEWING_GUM_LOLIPOPS	LIZAK KWIATEK MALY KULKA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	POMIDORY DAWTONA SKORKI KROJONE
DRINK_JUICE	FRUGO CZARNE PET
CIGARETTES	WODA AQA GAZ
CHIPS_FLAKES	STAR CHIPS SER CEBULA
DAIRY_CHESSE	DESER MONTE WHITECHO SPILITS
SWEETS	BOMBONIERKA GALARETKA PORZ JUTRZE
MEAT	BOCZEK WEDZ PARZONY
DAIRY_CHESSE	JOGURT JOVI PITNY
SWEETS	CIASTECZKA ZOO KAKAO
SPICES	KAMIS BAZYLIA
DAIRY_CHESSE	DANIO WARSTWY
GROATS_RICE_PASTA	MAK ZLOTY LAN PENE
VODKA_ALCOHOL	PIWO WARKA RADLER GREJF ZWR
CHEWING_GUM_LOLIPOPS	ZELKI KROKODYLE MISKI SZT
GENERAL	KISIEL SLOD CHWILA PORZECZKA AGR
BEER	PIWO BOJAN IPA ZWR
DAIRY_CHESSE	DANIO WANILIOWY
SWEETS	BATON LION PEANUT
CHEMISTRY	HELP MIETA NACZYN
GENERAL_FOOD	AMINO BLYSK GULASZOWA
GENERAL	JAB PRAZONE
GENERAL_FOOD	PASZTET DROBIOWY DROP
BREAD	SKUBANIEC FOREMKA
VEGETABLES	POR
BEER	PIWO BOJAN TOPOREK
BEER	PIWO REDDS ZURAWINA PUSZKA
GENERAL	TABLETKI PIEC ZIŁL GARD
CHEMISTRY	DRUCIAK SPIRALNY
MEAT	KIELBASA SEREM KEBAB WIOSENNA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	PUDL KONCENTRAT POMIDOROWY PUSZKA
SWEETS	CIASTKA SONATA DESEROWA
CHEWING_GUM_LOLIPOPS	GUMA AIRWAVES PORZECZKA DRAZE
COOKIES_BULK	MILKA CZEKOLADA MLECZNA
BEER	PIWO SROGIE LANIE BEZWROT
COFFEE TEA	JACOBS VELVET UZUP
GENERAL_FOOD	KLUSKI SLASKIE GRZESKOWIAK
WINE_ALCOHOL 18%	WINO NERO WYT
GENERAL_FOOD	WIN BARSZCZ CZERWONY INSTANT
FISH	FILET LIMANDA MROZONY
SOCKS_THIGHTS	PODKOLANOWKI MIKROFIBRA
GENERAL	WIN MAJONEZ
DAIRY_CHESSE	LACIATY MEKSYKANSKI
GENERAL_FOOD	WIN GALARETKA TRUSKAWKA
DAIRY_CHESSE	BAKOMA BAKUS KIESZONKI TRUSKAW
GENERAL_FOOD	WIN KISIEL WISNIOWY CUK
BEER	PIWO SAMERSBY BLACKBERRY PUSZKA
ICE_CREAMS_FROZEN	PALUSZKI RYBNE LUZ
SWEETS	WEDEL CZEK TRUSKAW
GENERAL	BUDYN SLODKA CHWILA CZEK MALINA
SWEETS	BATON TWIX GINGER
CIGARETTES	PAP MARLLBORO RED
DRINK_JUICE	NAP COCA COLA
CIGARETTES	PAP LINK FORWARD
SWEETS	PRINCE POLO XXL MLECZNE
VEGETABLES	MALINA MROZONA
CHEMISTRY	PLYN PLUKANIA
DRINK_JUICE	NAP MIRINDA
ICE_CREAMS_FROZEN	FRYTKI
CHEMISTRY	COLGATE SZCZOTECZKA PLUS MEDIUM
GENERAL_FOOD	PRZYPRAWA MIESA MIELONEGO CYKORIA
GENERAL_FOOD	AMINO SOS BOLONSKI
VODKA_ALCOHOL	WODKA
DAIRY_CHESSE	JOGURT WYSPA
ICE_CREAMS_FROZEN	BUKIET KROLEWSKI NORDIS
CHEMISTRY	BREF FORMU POWER
DRINK_JUICE	NAP TYMBARK VITAMIN
SWEETS	KULE RUMOWE
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	KAMYKI JUTRZENKA ORZECHOWE
FISH	MAKRELA CIESCIE LUZ
TABLETS	TABLETKI APAP SZT
SWEETS	WAFLE TORTOWE
SWEETS	ORANZADA PROSZKU SUPER
VODKA_ALCOHOL	WODKA WYBOROWA BUT
SWEETS	WAFLE TORTOWE
CANNED_PATE	SUROWKI WIELOWARZYWNE GRZESKOWIAK
GENERAL	KNORR MAKARON BOLONSKI
SWEETS	ODRA DUETKA FAMIL PIANKA POMAR
VODKA_ALCOHOL	NAP SPIR SOPLICA CYTRYNOWA MIODEM
SWEETS	RYZ PREPAROWANY
DAIRY_CHESSE	MLEKO SWIEZE SREM
ICE_CREAMS_FROZEN	LODY KAKTUS
VODKA_ALCOHOL	WODKA SOPLICA
SWEETS	DROPS HALLS MIOD CYTRYNA
GENERAL_FOOD	ZUPA VIFON TAJSKA
SPICES	PRYMAT GRILL KLASYCZNY
GENERAL	FASOLA BIALA SLON OGROD
COFFEE TEA	HER GRANULOW INDYJ CONSUM
DRINK_JUICE	PEPSI COLA
CANNED_PATE	PIEROGI KAPUS GRZYB GRZESKOWIAK
DAIRY_CHESSE	BAKOMA BAKUS KIESZONKI TRUSKAW
CHEMISTRY	WIREK PLYN PRANIE KOLOR
DAIRY_CHESSE	BAKOMA BAKUS KIESZONKI TRUSKAW
FISH	FILETY SLEDZ SMIETANIE MARINUS
GENERAL_FOOD	NAP BAHAMA ANANAS
COFFEE TEA	KAWA WOSEBA GOLD
SOCKS_THIGHTS	RAJSTOPY DEN XXL
GENERAL	SMIETANA GOSPODYNI
GENERAL_FOOD	GROCH ŁWKI GSARITA
ICE_CREAMS_FROZEN	FILET MIRUNY
MEAT	PAROWKOWA DROBIEM
SWEETS	PRINCE POLO ORZECH
CHEMISTRY	ODSWIEZACZ SZYSZKA
DRINK_JUICE	NAP TYMBARK WISNIA JABLK
SWEETS	BATON MILKI WAY PODWŁJNY
DAIRY_CHESSE	DANIO CZEK ORZECH
GENERAL	ZNICZ
BEER	PIWO LECH PILS PUSZKA
SOCKS_THIGHTS	PODKOLANOWKI MIKROFIBRA
ICE_CREAMS_FROZEN	SZPINAK NORDIS
ICE_CREAMS_FROZEN	LODY MIETUS
DRINK_JUICE	NAP COCA COLA PUSZKA
GROATS_RICE_PASTA	MAKARON SULMA LAZANKA
BEER	PIWO PILSNER URQUELL BUTELKA
ICE_CREAMS_FROZEN	LODY KOKTAJLOWE KUKULKA
OCCASIONAL	TABLETKI ETOPIRYNA SZT
CANNED_PATE	PROFI PASZTET DROB FIRMOWY
VODKA_ALCOHOL	WODKA FINLANDIA
SWEETS	BOMB MON CHERI
DRINK_JUICE	WODA ZYWIEC JABLKO
DAIRY_CHESSE	SER GOUDA
GENERAL_FOOD	POPCORN ZIARNO
COFFEE TEA	HERBATA VITAX OWOCE LESNE
DRINK_JUICE	WODA PRIMAVERA GAZ
ICE_CREAMS_FROZEN	LODY KOLOROWE LATO
DRINK_JUICE	NAP TYMBARK JAB
DRINK_JUICE	ORANZADA BUT ZWROTNEJ
SPICES	GALEO LISC LAUROWY
CHEMISTRY	WIREK PLYN PRANIA BIEL
VODKA_ALCOHOL	WODKA KRUPNIK PREMIUM
DAIRY_CHESSE	JOGOBELLA SPECJAL
GENERAL_FOOD	WIN POMYSL SPAG BOLONSKU
CIGARETTES	PAP RGD MINT SUP SLIM
MEAT	SZYNKA DOMOWA
BEER	PIWO LECH MOITO
GENERAL_FOOD	KNORR ZUPA CEBULOWA
SWEETS	WEDEL PTASIE MLECZKO SMIETANKOWE
SWEETS	BOMB MON CHERI SERCE
GENERAL_FOOD	DZEMIX
SWEETS	PRINCE POLO MINI CLASIC
CHEWING_GUM_LOLIPOPS	LOD KOSTKACH PACZKA
SWEETS	WAFELEK LUSETTE CZEKOLADA
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	DZEM SLONECZNY OGROD BRZOSKWINIOWY
OILS	OLEJ OLIWIER
SWEETS	GRZESKI CZEKOLADZIE
CHIPS_FLAKES	CHIPSY LAY FROMAGE
GENERAL_FOOD	ZUREK KRAKUS BUT
MEAT	BOCZEK PIECZONY PASKI
GENERAL_FOOD	PASZTET DROBIOWY DROP
SWEETS	BOMB MERCI
CIGARETTES	PAP MARLLBORO RED
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	KNORR FIX DANIE ORIENTALNE
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	MUSZTARDA SAREPSKA PEGAZ
CHEMISTRY	NIVEA SZAMPIN
BEER	PIWO ZYWIEC PUSZKA
ICE_CREAMS_FROZEN	BROKULY MROZONE MORDIS
CHEWING_GUM_LOLIPOPS	GUMA WRIGLEYS FRUIT LIS
COOKIES_BULK	CIAST KOWOLKA JEZYKI KOKOSANKI
CHEMISTRY	PAPIER TOALET SZARY SZT
BREAD	CHLEB MALY
GENERAL_FOOD	WAFLE OKR
VODKA_ALCOHOL	NAP SPIR CYTRYNOWKA
CHIPS_FLAKES	GELLWE FITELLA MUSLI TRUSKAWKA
SWEETS	CIASTKA LEIBNIZ ZOO ORYGINAL
GENERAL_FOOD	WIN BARSZCZ CZERWONY
GENERAL_FOOD	WIN ZUPA OGORKOWA
GENERAL	MOZZARELLA MINI
GENERAL_FOOD	GELLWE KWASEK CYTRYNOWY
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	KNORR FIX DANIE ORIENTALNE
CHEMISTRY	HELP LANOLINA
SWEETS	WAFLE GORALKI ARACHID
SWEETS	STAR MACZUGI
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	WIN MAJONEZ
DRINK_JUICE	NAP TYMBARK KAKTUS
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	DZEM SLONECZNY OGROD TRUSKAWKOWY
BEER	PIWO TATRA JASNE BUTELKA
CHEMISTRY	MYDLO SZARE
DAIRY_CHESSE	SER MOZZARELLA TARTY
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	KAMIS MUSZTARDA FRANCUSKA
COFFEE TEA	KAWA NSSCIRE MAG
OILS	MAR KASIA
PET'S FOOD	KARMA DOG PUSZKA KURCZ WARZ
GENERAL_FOOD	POPCORN BAKALLAND
GENERAL_FOOD	SKORUPKA BURACZKI MIAZGA
SWEETS	BATON DAYS KAKAO POLEWIE
COFFEE TEA	JACOBS KRONUNG
DRINK_JUICE	NAP COCA COLA
SPICES	GALEO PAPRYKA OSTRA
BEER	PIWO KSIAZECE IPA ZWR
GENERAL_FOOD	GUMA AIRWAVES SZT SASZETKA
VEGETABLES	WLOSZCZYZNA TACKA
DAIRY_CHESSE	SMIETANA ZOT
ICE_CREAMS_FROZEN	LODY SNIEZYNKA CZEKOLADA
DRINK_JUICE	KUBUS BAN MARCZ
ICE_CREAMS_FROZEN	LODY GRAND KOKOS
GROATS_RICE_PASTA	MAKARON CZANIECKI GNIAZDKO
SWEETS	PRINCE POLO ORZECH
DAIRY_CHESSE	MLEKO ZAG
GENERAL	PASSATA LOWICZ
BEER	PIWO FOX PUSZKA MOCNE
DAIRY_CHESSE	MLEKO LAKTOZY
GROATS_RICE_PASTA	MAKARON SWIDEREK DOBRY
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	ORZESZKI ZIEMNE SOLONE PUSZ
FISH	FILETY SLEDZIOWE OPIEKANE
DAIRY_CHESSE	JOGURT JOVI PITNY BAN TRUS
VEGETABLES	ZIEMNIAKI
CIGARETTES	PAP MARLLBORO RED
SPICES	KAMIS PRZYPRAWA BIGOS
GROATS_RICE_PASTA	MAKA TORTOWA BASIA
DAIRY_CHESSE	GOS MLEKO ZAGESZ NIESLODZ GOSTY
CHEMISTRY	BREF FORMULA AKTIV
CHIPS_FLAKES	CHETOS MINIONKI
DAIRY_CHESSE	TWAROG SREMSKI TLUSTY
GENERAL	JAB PRAZONE
DAIRY_CHESSE	SEREK TOP MLEKOPOL
VEGETABLES	WLOSZCZYZNA TACKA
ICE_CREAMS_FROZEN	LODY SMYKUS BARWIJEZOR
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	KLUSKI PARZE
DRINK_JUICE	NAP COCA COLA
CIGARETTES	PAP RED
WINE_ALCOHOL 18%	CYDR LUBUSKI
SOCKS_THIGHTS	RAJSTOPY DEN XXL
OCCASIONAL	TORBA SREDNIA
ICE_CREAMS_FROZEN	SKORUPKA SUROWKA
VEGETABLES	ZIEMNIAKI
DISHES_FOR_CHILDREN	CATERING HAMBURGER CZOSNKOWYM
CHEWING_GUM_LOLIPOPS	CHRUPKI OWOCOWE
VODKA_ALCOHOL	WODKA CZYSTA LUXE
CHIPS_FLAKES	STAR CHIPS BEKON
BEER	PIWO CIECHAN EKSPORTOWE BUT ZWROT
DAIRY_CHESSE	JOGURT NATURALNY
VEGETABLES	MAK SARITA SPAGHETTI DURUM
DAIRY_CHESSE	JOGURT NATURALNY
ICE_CREAMS_FROZEN	LODY NOGGER TOFI KARMEL
COFFEE TEA	KAWA WOSEBA GOLD
ARTICLE_OF_HOUSEHOLD	ZESZYT LINIE
ICE_CREAMS_FROZEN	BUKIET KROLEWSKI NORDIS
DRINK_JUICE	NAP TYMBARK WIS JABLKO
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	KNORR BARSZCZ CZERWONY
CHIPS_FLAKES	PRAZYNKI SPOKO
COFFEE TEA	HERBATA MINUTKA MALINA
VODKA_ALCOHOL	NAP SPIR KRAKOWSKA SLIWKA
MEAT	KIE BASA POLSKA WEDZONA
BEER	PIWO LECH PILS PUSZKA
MEAT	KABANOSY DROBIEM
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	CHRZAN TARTY VICTUS
CIGARETTES	PAP CHESTERFILD RED
DAIRY_CHESSE	BAKOMA POLSKIE SMAK LESNYCH
GENERAL_FOOD	KNORR POMIDOROWA MAKARON
ICE_CREAMS_FROZEN	LODY PINEAAPLLE NESTLE
VEGETABLES	SALATA LODOWA
DAIRY_CHESSE	KNORR BARSZCZ CZERWONY NAJSMAC
SWEETS	CIASTKA HIT CYTRYNA BIALA CZEK
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	BATON BIT
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	MARMOLADA SLONECZNY OGROD
BEER	PIWO KOZEL
GENERAL_FOOD	PIZZA SZYNKA PIECZARKI
GENERAL	GROSZEK PTYSIOWY
COOKIES_BULK	WAFLE CHRUPS LUMARKI GRZESKI
ICE_CREAMS_FROZEN	LODY TORTUFFO KOKOS
CANNED_PATE	BRZOSKWINIE SANDRA
GENERAL	KRAKUS BARSZCZ CZERW KONC
BEER	PIWO LECH FREE ZWR
VEGETABLES	KAPUSTA PEKINSKA
SWEETS	MILKA CZEKOL CHIPS
SWEETS	WEDEL PAWELEK KAFFE LATTE
GENERAL_FOOD	AMINO SOS BOLONSKI
CHEMISTRY	KLEJ SZTYFCIE DUZY
SWEETS	BOMBONIERA GALARETKA CZEK
SWEETS	WAFLE GŁRALKI ORZECH
ICE_CREAMS_FROZEN	LOD KOSTKACH
ICE_CREAMS_FROZEN	ZUPA GRZYBOWA
CHIPS_FLAKES	LAYS CHETOS SER KETCHUP
SPICES	GALEO LISC LAUROWY
BEER	PIWO BOJAN WIELKOP
GENERAL_FOOD	GELLWE GALARETKA AGREST
GENERAL_FOOD	WIN KISIEL WISNIOWY CUK
GENERAL_FOOD	KNORR SOS BOROWIKOWY
VEGETABLES	ZAPIEKANKA PIECZARKA
DRINK_JUICE	KUBUS PLAY WODA OWOC
SWEETS	MILKA CZEKOLADA LACIATA
DRINK_JUICE	WODA ZYWIEC JABLKO
TABLETS	TABLETKI SCORBOLAMID GARD SZT
KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH	CIASTKA LAKOTKI MASLANE SAN
TABLETS	TABLETKI LOKOMARIN
DAIRY_CHESSE	BATON KINDER MAXI KING KARMELEM
LUNCH DINING DISHES	GALARETKA DROBIOWA
CIGARETTES	PAP BLUE
WINE_ALCOHOL 18%	CYDR LUBELSKI
VODKA_ALCOHOL	NAP SPIR SOPLICA PIGWOWA
GENERAL_FOOD	KAPUSTA KISZONA LUZ
FISH	SLEDZIK RAZ SMIETANIE
SPICES	PRYMAT TZATZIKI PIK SOS CZOSNKOWY
SPICES	GALEO OREGANO
VEGETABLES	BURACZEK CZERWONY
DAIRY_CHESSE	JOGOBELLA BEZ CUKRU
DAIRY_CHESSE	SER SMAZONY FRONCKOWIAK TLUSTY
